state,date,sex,age,ethnicity,population_thousands,access_overall_pct,access_rural_pct,access_urban_pct,consump_domestic_mld,consump_nondomestic_mld,consump_total_mld,production_mld,population,consump_per_capita_mld,prod_consump_ratio,access_disparity_pct,stress_indicator_consump_prod,consump_per_capita_lpd,z_score_consump_per_capita_lpd
Perlis,2021-01-01,both,overall,overall,287.6,99.5,99.0,100.0,80.0,11.0,91.0,236.0,287600.0,0.00031641168289290683,2.5934065934065935,1.0,0.3855932203389831,316.4116828929068,-0.2175058892044279
Perlis,2022-01-01,both,overall,overall,289.8,99.5,99.0,100.0,80.0,18.0,98.0,243.0,289800.0,0.0003381642512077295,2.479591836734694,1.0,0.40329218106995884,338.1642512077295,-0.02089107968387796
Perlis,2023-01-01,both,overall,overall,293.1,,,,,,,,293100.0,,,,,,
Perlis,2024-01-01,both,overall,overall,296.8,,,,,,,,296800.0,,,,,,
Pulau Pinang,1970-01-01,both,overall,overall,808.6,,,,,,,,808600.0,,,,,,
Pulau Pinang,1971-01-01,both,overall,overall,823.7,,,,,,,,823700.0,,,,,,
Pulau Pinang,1972-01-01,both,overall,overall,838.9,,,,,,,,838900.0,,,,,,
Pulau Pinang,1973-01-01,both,overall,overall,852.9,,,,,,,,852900.0,,,,,,
Pulau Pinang,1974-01-01,both,overall,overall,866.7,,,,,,,,866700.0,,,,,,
Pulau Pinang,1975-01-01,both,overall,overall,881.7,,,,,,,,881700.0,,,,,,
Pulau Pinang,1976-01-01,both,overall,overall,896.4,,,,,,,,896400.0,,,,,,
Pulau Pinang,1977-01-01,both,overall,overall,912.2,,,,,,,,912200.0,,,,,,
Pulau Pinang,1978-01-01,both,overall,overall,925.7,,,,,,,,925700.0,,,,,,
Pulau Pinang,1979-01-01,both,overall,overall,940.4,,,,,,,,940400.0,,,,,,
Pulau Pinang,1980-01-01,both,overall,overall,960.7,,,,,,,,960700.0,,,,,,
Pulau Pinang,1981-01-01,both,overall,overall,975.4,,,,,,,,975400.0,,,,,,
Pulau Pinang,1982-01-01,both,overall,overall,990.9,,,,,,,,990900.0,,,,,,
Pulau Pinang,1983-01-01,both,overall,overall,1006.2,,,,,,,,1006200.0,,,,,,
Pulau Pinang,1984-01-01,both,overall,overall,1021.1,,,,,,,,1021100.0,,,,,,
Pulau Pinang,1985-01-01,both,overall,overall,1037.9,,,,,,,,1037900.0000000001,,,,,,
Pulau Pinang,1986-01-01,both,overall,overall,1054.8,,,,,,,,1054800.0,,,,,,
Pulau Pinang,1987-01-01,both,overall,overall,1070.5,,,,,,,,1070500.0,,,,,,
Pulau Pinang,1988-01-01,both,overall,overall,1086.6,,,,,,,,1086600.0,,,,,,
Pulau Pinang,1989-01-01,both,overall,overall,1103.4,,,,,,,,1103400.0,,,,,,
Pulau Pinang,1990-01-01,both,overall,overall,1118.5,,,,,,,,1118500.0,,,,,,
Pulau Pinang,1991-01-01,both,overall,overall,1133.6,,,,,,,,1133600.0,,,,,,
Pulau Pinang,1992-01-01,both,overall,overall,1154.0,,,,,,,,1154000.0,,,,,,
Pulau Pinang,1993-01-01,both,overall,overall,1174.7,,,,,,,,1174700.0,,,,,,
Pulau Pinang,1994-01-01,both,overall,overall,1195.9,,,,,,,,1195900.0,,,,,,
Pulau Pinang,1995-01-01,both,overall,overall,1216.6,,,,,,,,1216600.0,,,,,,
Pulau Pinang,1996-01-01,both,overall,overall,1237.5,,,,,,,,1237500.0,,,,,,
Pulau Pinang,1997-01-01,both,overall,overall,1259.0,,,,,,,,1259000.0,,,,,,
Pulau Pinang,1998-01-01,both,overall,overall,1282.7,,,,,,,,1282700.0,,,,,,
Pulau Pinang,1999-01-01,both,overall,overall,1307.5,,,,,,,,1307500.0,,,,,,
Pulau Pinang,2000-01-01,both,overall,overall,1332.7,99.0,99.0,100.0,,,,741.0,1332700.0,,,1.0,,,
Pulau Pinang,2001-01-01,both,overall,overall,1361.0,99.8,99.0,100.0,,,,763.0,1361000.0,,,1.0,,,
Pulau Pinang,2002-01-01,both,overall,overall,1387.3,99.8,99.0,100.0,,,,767.0,1387300.0,,,1.0,,,
Pulau Pinang,2003-01-01,both,overall,overall,1412.2,99.8,99.0,100.0,377.0,235.0,612.0,759.0,1412200.0,0.0004333663786999009,1.2401960784313726,1.0,0.8063241106719368,433.36637869990085,0.8396118224065128
Pulau Pinang,2004-01-01,both,overall,overall,1436.6,99.6,99.0,100.0,388.0,250.0,638.0,800.0,1436600.0,0.000444104134762634,1.2539184952978057,1.0,0.7975,444.104134762634,0.9366671141034378
Pulau Pinang,2005-01-01,both,overall,overall,1460.4,99.8,99.0,100.0,400.0,261.0,661.0,819.0,1460400.0,0.0004526157217200767,1.2390317700453857,1.0,0.8070818070818071,452.6157217200767,1.013600744382619
Pulau Pinang,2006-01-01,both,overall,overall,1484.1,99.5,99.0,100.0,408.0,275.0,683.0,840.0,1484100.0,0.00046021157603935047,1.2298682284040996,1.0,0.8130952380952381,460.21157603935046,1.0822573475255308
Pulau Pinang,2007-01-01,both,overall,overall,1507.8,99.9,99.5,100.0,427.0,293.0,720.0,865.0,1507800.0,0.000477516912057302,1.2013888888888888,0.5,0.8323699421965318,477.516912057302,1.2386749850023953
Pulau Pinang,2008-01-01,both,overall,overall,1531.3,99.9,99.6,100.0,439.0,305.0,744.0,896.0,1531300.0,0.0004858616861490237,1.2043010752688172,0.4000000000000057,0.8303571428571429,485.8616861490237,1.3141008448268583
Pulau Pinang,2009-01-01,both,overall,overall,1554.3,99.9,99.6,100.0,451.0,288.0,739.0,913.0,1554300.0,0.00047545518883098504,1.2354533152909337,0.4000000000000057,0.8094194961664841,475.45518883098504,1.2200396995703673
Pulau Pinang,2010-01-01,both,overall,overall,1575.9,99.9,99.7,100.0,468.0,315.0,783.0,957.0,1575900.0,0.0004968589377498572,1.2222222222222223,0.29999999999999716,0.8181818181818182,496.8589377498572,1.4135016372966864
Pulau Pinang,2011-01-01,both,overall,overall,1601.0,99.8,99.7,100.0,459.0,317.0,776.0,951.0,1601000.0,0.0004846970643347908,1.2255154639175259,0.29999999999999716,0.8159831756046267,484.69706433479075,1.3035741845789808
Pulau Pinang,2012-01-01,both,overall,overall,1623.2,99.9,99.7,100.0,475.0,321.0,796.0,964.0,1623200.0,0.0004903893543617546,1.2110552763819096,0.29999999999999716,0.8257261410788381,490.38935436175456,1.3550250525036007
Pulau Pinang,2013-01-01,both,overall,overall,1662.6,99.9,99.7,100.0,481.0,327.0,808.0,988.0,1662600.0,0.00048598580536509084,1.2227722772277227,0.29999999999999716,0.8178137651821862,485.9858053650908,1.3152227204450238
Pulau Pinang,2014-01-01,both,overall,overall,1678.1,99.9,99.7,100.0,483.0,330.0,813.0,995.0,1678100.0,0.00048447649126988855,1.2238622386223863,0.29999999999999716,0.8170854271356784,484.4764912698886,1.301580492132487
Pulau Pinang,2015-01-01,both,overall,overall,1698.1,99.9,99.7,100.0,483.0,329.0,812.0,1014.0,1698100.0,0.0004781814969671986,1.248768472906404,0.29999999999999716,0.8007889546351085,478.18149696719865,1.244681964664678
Pulau Pinang,2016-01-01,both,overall,overall,1717.7,99.9,99.7,100.0,492.0,335.0,827.0,1054.0,1717700.0,0.00048145776328811785,1.2744860943168077,0.29999999999999716,0.784629981024668,481.45776328811786,1.2742951335237858
Pulau Pinang,2017-01-01,both,overall,overall,1744.1,99.9,99.8,100.0,482.0,344.0,826.0,1058.0,1744100.0,0.00047359669743707354,1.2808716707021792,0.20000000000000284,0.780718336483932,473.59669743707354,1.2032413644900681
Pulau Pinang,2018-01-01,both,overall,overall,1762.8,99.9,99.8,100.0,491.0,349.0,840.0,1073.0,1762800.0,0.0004765146358066712,1.2773809523809523,0.20000000000000284,0.782851817334576,476.5146358066712,1.2296157166322108
Pulau Pinang,2019-01-01,both,overall,overall,1768.8,99.9,99.8,100.0,499.0,343.0,842.0,1093.0,1768800.0,0.0004760289461781999,1.2980997624703088,0.20000000000000284,0.7703568161024703,476.02894617819993,1.225225716683427
Pulau Pinang,2020-01-01,both,overall,overall,1740.4,99.9,99.8,100.0,533.0,314.0,847.0,1108.0,1740400.0,0.0004866697310962997,1.30814639905549,0.20000000000000284,0.7644404332129964,486.6697310962997,1.3214045158735759
Pulau Pinang,2021-01-01,both,overall,overall,1740.0,99.9,99.8,100.0,547.0,313.0,860.0,1126.0,1740000.0,0.0004942528735632184,1.3093023255813954,0.20000000000000284,0.7637655417406749,494.2528735632184,1.3899462204724042
Pulau Pinang,2022-01-01,both,overall,overall,1740.9,99.9,99.8,100.0,534.0,334.0,868.0,1178.0,1740900.0,0.0004985926819461199,1.3571428571428572,0.20000000000000284,0.7368421052631579,498.5926819461198,1.4291724206254415
Pulau Pinang,2023-01-01,both,overall,overall,1772.6,,,,,,,,1772600.0,,,,,,
Pulau Pinang,2024-01-01,both,overall,overall,1800.4,,,,,,,,1800400.0,,,,,,
Sabah,1970-01-01,both,overall,overall,698.1,,,,,,,,698100.0,,,,,,
Sabah,1971-01-01,both,overall,overall,728.1,,,,,,,,728100.0,,,,,,
Sabah,1972-01-01,both,overall,overall,759.5,,,,,,,,759500.0,,,,,,
Sabah,1973-01-01,both,overall,overall,792.4,,,,,,,,792400.0,,,,,,
Sabah,1974-01-01,both,overall,overall,826.9,,,,,,,,826900.0,,,,,,
Sabah,1975-01-01,both,overall,overall,863.0,,,,,,,,863000.0,,,,,,
Sabah,1976-01-01,both,overall,overall,898.1,,,,,,,,898100.0,,,,,,
Sabah,1977-01-01,both,overall,overall,934.8,,,,,,,,934800.0,,,,,,
Sabah,1978-01-01,both,overall,overall,973.2,,,,,,,,973200.0,,,,,,
Sabah,1979-01-01,both,overall,overall,1013.3,,,,,,,,1013300.0,,,,,,
Sabah,1980-01-01,both,overall,overall,1055.1,,,,,,,,1055100.0,,,,,,
Sabah,1981-01-01,both,overall,overall,1119.6,,,,,,,,1119600.0,,,,,,
Sabah,1982-01-01,both,overall,overall,1186.5,,,,,,,,1186500.0,,,,,,
Sabah,1983-01-01,both,overall,overall,1255.1,,,,,,,,1255100.0,,,,,,
Sabah,1984-01-01,both,overall,overall,1325.7,,,,,,,,1325700.0,,,,,,
Sabah,1985-01-01,both,overall,overall,1398.7,,,,,,,,1398700.0,,,,,,
Sabah,1986-01-01,both,overall,overall,1474.4,,,,,,,,1474400.0,,,,,,
Sabah,1987-01-01,both,overall,overall,1550.8,,,,,,,,1550800.0,,,,,,
Sabah,1988-01-01,both,overall,overall,1629.5,,,,,,,,1629500.0,,,,,,
Sabah,1989-01-01,both,overall,overall,1708.9,,,,,,,,1708900.0,,,,,,
Sabah,1990-01-01,both,overall,overall,1787.6,,,,,,,,1787600.0,,,,,,
Sabah,1991-01-01,both,overall,overall,1814.5,,,,,,,,1814500.0,,,,,,
Sabah,1992-01-01,both,overall,overall,1896.6,,,,,,,,1896600.0,,,,,,
Sabah,1993-01-01,both,overall,overall,1981.9,,,,,,,,1981900.0,,,,,,
Sabah,1994-01-01,both,overall,overall,2068.9,,,,,,,,2068900.0,,,,,,
Sabah,1995-01-01,both,overall,overall,2155.9,,,,,,,,2155900.0,,,,,,
Sabah,1996-01-01,both,overall,overall,2245.0,,,,,,,,2245000.0,,,,,,
Sabah,1997-01-01,both,overall,overall,2333.7,,,,,,,,2333700.0,,,,,,
Sabah,1998-01-01,both,overall,overall,2423.5,,,,,,,,2423500.0,,,,,,
Sabah,1999-01-01,both,overall,overall,2513.5,,,,,,,,2513500.0,,,,,,
Sabah,2000-01-01,both,overall,overall,2603.5,73.0,73.0,88.0,,,,706.0,2603500.0,,,15.0,,,
Sabah,2001-01-01,both,overall,overall,2663.3,72.9,59.0,88.0,,,,705.0,2663300.0,,,29.0,,,
Sabah,2002-01-01,both,overall,overall,2719.1,72.9,59.0,88.0,,,,691.0,2719100.0,,,29.0,,,
Sabah,2003-01-01,both,overall,overall,2774.0,73.9,59.0,90.0,156.0,97.0,253.0,732.0,2774000.0,9.120403749098775e-05,2.8932806324110674,31.0,0.34562841530054644,91.20403749098774,-2.253088890826223
Sabah,2004-01-01,both,overall,overall,2833.4,75.8,62.0,89.0,207.0,106.0,313.0,736.0,2833400.0,0.00011046798898849438,2.351437699680511,27.0,0.42527173913043476,110.46798898849438,-2.0789679272931747
Sabah,2005-01-01,both,overall,overall,2897.0,75.5,61.0,90.0,254.0,62.0,316.0,740.0,2897000.0,0.00010907835692095272,2.3417721518987342,29.0,0.42702702702702705,109.07835692095271,-2.091528386375938
Sabah,2006-01-01,both,overall,overall,2962.9,77.0,64.0,94.0,294.0,26.0,320.0,743.0,2962900.0,0.00010800229504876979,2.321875,30.0,0.4306864064602961,108.00229504876978,-2.1012545804036753
Sabah,2007-01-01,both,overall,overall,3032.3,76.0,52.0,99.0,294.0,44.0,338.0,772.0,3032300.0,0.000111466543547802,2.2840236686390534,47.0,0.4378238341968912,111.466543547802,-2.069942298152161
Sabah,2008-01-01,both,overall,overall,3105.1,76.0,52.0,99.0,252.0,112.0,364.0,820.0,3105100.0,0.00011722649834143828,2.2527472527472527,47.0,0.44390243902439025,117.22649834143827,-2.0178798291044915
Sabah,2009-01-01,both,overall,overall,3181.1,76.3,52.3,99.2,259.0,185.0,444.0,877.0,3181100.0,0.0001395743610700701,1.9752252252252251,46.900000000000006,0.5062713797035348,139.5743610700701,-1.815884335515478
Sabah,2010-01-01,both,overall,overall,3260.0,79.7,58.6,99.5,222.0,175.0,397.0,931.0,3260000.0,0.00012177914110429448,2.345088161209068,40.9,0.4264232008592911,121.77914110429448,-1.9767298841104501
Sabah,2011-01-01,both,overall,overall,3345.5,80.0,59.0,99.5,279.0,206.0,485.0,989.0,3345500.0,0.00014497085637423405,2.0391752577319586,40.5,0.4903943377148635,144.97085637423405,-1.7671070655880585
Sabah,2012-01-01,both,overall,overall,3432.7,82.0,64.2,99.8,305.0,225.0,530.0,1057.0,3432700.0,0.00015439741311504065,1.9943396226415093,35.599999999999994,0.5014191106906338,154.39741311504065,-1.6819033033837858
Sabah,2013-01-01,both,overall,overall,3611.5,86.0,73.1,99.8,314.0,216.0,530.0,1132.0,3611500.0,0.0001467534265540634,2.1358490566037736,26.700000000000003,0.46819787985865724,146.7534265540634,-1.7509949591327791
Sabah,2014-01-01,both,overall,overall,3669.9,86.5,73.1,99.8,330.0,248.0,578.0,1196.0,3669900.0,0.0001574974794953541,2.069204152249135,26.700000000000003,0.48327759197324416,157.4974794953541,-1.6538827518771828
Sabah,2015-01-01,both,overall,overall,3720.5,87.9,76.0,99.8,315.0,237.0,552.0,1229.0,3720500.0,0.00014836715495229137,2.226449275362319,23.799999999999997,0.44914564686737185,148.36715495229137,-1.736408961882087
Sabah,2016-01-01,both,overall,overall,3802.8,89.4,79.0,99.8,338.0,249.0,587.0,1223.0,3802800.0,0.0001543599453034606,2.0834752981260647,20.799999999999997,0.47996729354047424,154.35994530346062,-1.6822419634689003
Sabah,2017-01-01,both,overall,overall,3855.9,89.0,78.0,100.0,323.0,259.0,582.0,1261.0,3855900.0,0.00015093752431338987,2.1666666666666665,22.0,0.46153846153846156,150.93752431338987,-1.7131761796645744
Sabah,2018-01-01,both,overall,overall,3898.4,89.0,78.0,100.0,341.0,275.0,616.0,1304.0,3898400.0,0.0001580135440180587,2.116883116883117,22.0,0.4723926380368098,158.0135440180587,-1.6492182025530122
Sabah,2019-01-01,both,overall,overall,3904.4,89.0,78.0,100.0,366.0,278.0,644.0,1374.0,3904400.0,0.00016494211658641533,2.1335403726708075,22.0,0.46870451237263466,164.94211658641532,-1.5865929549932345
Sabah,2020-01-01,both,overall,overall,3418.8,77.0,54.0,100.0,313.0,224.0,537.0,1319.0,3418800.0,0.00015707265707265707,2.456238361266294,46.0,0.4071266110689917,157.07265707265708,-1.657722591776075
Sabah,2021-01-01,both,overall,overall,3412.6,78.0,56.0,100.0,425.0,225.0,650.0,1365.0,3412600.0,0.00019047060891988512,2.1,44.0,0.47619047619047616,190.47060891988514,-1.355848723560492
Sabah,2022-01-01,both,overall,overall,3414.9,80.5,61.0,100.0,394.0,238.0,632.0,1404.0,3414900.0,0.00018507130516266947,2.221518987341772,39.0,0.45014245014245013,185.0713051626695,-1.4046513782357635
Sabah,2023-01-01,both,overall,overall,3596.7,,,,,,,,3596700.0,,,,,,
Sabah,2024-01-01,both,overall,overall,3742.2,,,,,,,,3742200.0,,,,,,
Sarawak,1970-01-01,both,overall,overall,1037.0,,,,,,,,1037000.0,,,,,,
Sarawak,1971-01-01,both,overall,overall,1065.2,,,,,,,,1065200.0,,,,,,
Sarawak,1972-01-01,both,overall,overall,1094.3,,,,,,,,1094300.0,,,,,,
Sarawak,1973-01-01,both,overall,overall,1124.1,,,,,,,,1124100.0,,,,,,
Sarawak,1974-01-01,both,overall,overall,1154.7,,,,,,,,1154700.0,,,,,,
Sarawak,1975-01-01,both,overall,overall,1186.2,,,,,,,,1186200.0,,,,,,
Sarawak,1976-01-01,both,overall,overall,1217.5,,,,,,,,1217500.0,,,,,,
Sarawak,1977-01-01,both,overall,overall,1249.6,,,,,,,,1249600.0,,,,,,
Sarawak,1978-01-01,both,overall,overall,1282.5,,,,,,,,1282500.0,,,,,,
Sarawak,1979-01-01,both,overall,overall,1316.4,,,,,,,,1316400.0,,,,,,
Sarawak,1980-01-01,both,overall,overall,1351.1,,,,,,,,1351100.0,,,,,,
Sarawak,1981-01-01,both,overall,overall,1380.2,,,,,,,,1380200.0,,,,,,
Sarawak,1982-01-01,both,overall,overall,1410.4,,,,,,,,1410400.0,,,,,,
Sarawak,1983-01-01,both,overall,overall,1440.6,,,,,,,,1440600.0,,,,,,
Sarawak,1984-01-01,both,overall,overall,1471.4,,,,,,,,1471400.0,,,,,,
Sarawak,1985-01-01,both,overall,overall,1503.9,,,,,,,,1503900.0,,,,,,
Sarawak,1986-01-01,both,overall,overall,1539.5,,,,,,,,1539500.0,,,,,,
Sarawak,1987-01-01,both,overall,overall,1576.0,,,,,,,,1576000.0,,,,,,
Sarawak,1988-01-01,both,overall,overall,1614.6,,,,,,,,1614600.0,,,,,,
Sarawak,1989-01-01,both,overall,overall,1652.5,,,,,,,,1652500.0,,,,,,
Sarawak,1990-01-01,both,overall,overall,1687.8,,,,,,,,1687800.0,,,,,,
Sarawak,1991-01-01,both,overall,overall,1723.8,,,,,,,,1723800.0,,,,,,
Sarawak,1992-01-01,both,overall,overall,1758.4,,,,,,,,1758400.0,,,,,,
Sarawak,1993-01-01,both,overall,overall,1795.2,,,,,,,,1795200.0,,,,,,
Sarawak,1994-01-01,both,overall,overall,1831.9,,,,,,,,1831900.0,,,,,,
Sarawak,1995-01-01,both,overall,overall,1868.1,,,,,,,,1868100.0,,,,,,
Sarawak,1996-01-01,both,overall,overall,1904.5,,,,,,,,1904500.0,,,,,,
Sarawak,1997-01-01,both,overall,overall,1942.4,,,,,,,,1942400.0,,,,,,
Sarawak,1998-01-01,both,overall,overall,1982.1,,,,,,,,1982100.0,,,,,,
Sarawak,1999-01-01,both,overall,overall,2024.5,,,,,,,,2024500.0,,,,,,
Sarawak,2000-01-01,both,overall,overall,2071.5,96.0,92.0,100.0,,,,453.0,2071500.0,,,8.0,,,
Sarawak,2001-01-01,both,overall,overall,2115.6,95.8,92.0,100.0,,,,476.0,2115600.0,,,8.0,,,
Sarawak,2002-01-01,both,overall,overall,2158.3,95.8,92.0,100.0,,,,670.0,2158300.0,,,8.0,,,
Sarawak,2003-01-01,both,overall,overall,2199.0,95.8,92.0,100.0,289.0,201.0,490.0,698.0,2199000.0,0.00022282855843565257,1.4244897959183673,8.0,0.7020057306590258,222.82855843565258,-1.0633751182169358
Sarawak,2004-01-01,both,overall,overall,2240.4,96.0,92.0,100.0,336.0,227.0,563.0,752.0,2240400.0,0.00025129441171219423,1.3357015985790408,8.0,0.7486702127659575,251.29441171219426,-0.8060809799430025
Sarawak,2005-01-01,both,overall,overall,2282.4,96.0,92.0,100.0,327.0,220.0,547.0,748.0,2282400.0,0.00023966000701016474,1.3674588665447898,8.0,0.7312834224598931,239.66000701016475,-0.9112408043493819
Sarawak,2006-01-01,both,overall,overall,2324.9,96.0,92.0,100.0,352.0,226.0,578.0,748.0,2324900.0,0.000248612843563164,1.2941176470588236,8.0,0.7727272727272727,248.612843563164,-0.8303188539819355
Sarawak,2007-01-01,both,overall,overall,2366.1,77.0,54.1,100.0,400.0,259.0,659.0,940.0,2366100.0,0.0002785173914881028,1.4264036418816388,45.9,0.701063829787234,278.51739148810276,-0.560020794968212
Sarawak,2008-01-01,both,overall,overall,2408.4,78.0,56.5,99.0,409.0,266.0,675.0,956.0,2408400.0,0.0002802690582959641,1.4162962962962964,42.5,0.7060669456066946,280.2690582959641,-0.5441880146368686
Sarawak,2009-01-01,both,overall,overall,2450.8,86.2,61.5,99.5,441.0,274.0,715.0,1015.0,2450800.0,0.0002917414721723519,1.4195804195804196,38.0,0.7044334975369458,291.7414721723519,-0.44049237574029493
Sarawak,2010-01-01,both,overall,overall,2487.1,93.7,61.7,99.5,449.0,324.0,773.0,1090.0,2487100.0,0.00031080374733625507,1.410090556274256,37.8,0.7091743119266055,310.80374733625507,-0.2681943028812287
Sarawak,2011-01-01,both,overall,overall,2527.9,93.7,63.0,99.5,431.0,321.0,752.0,1083.0,2527900.0,0.0002974801218402627,1.440159574468085,36.5,0.6943674976915974,297.48012184026265,-0.38862247720548193
Sarawak,2012-01-01,both,overall,overall,2569.7,93.8,63.5,99.6,432.0,336.0,768.0,1107.0,2569700.0,0.00029886757209012725,1.44140625,36.099999999999994,0.6937669376693767,298.8675720901272,-0.3760817389051464
Sarawak,2013-01-01,both,overall,overall,2642.5,93.8,76.0,99.7,446.0,345.0,791.0,1165.0,2642500.0,0.00029933774834437084,1.4728192161820481,23.700000000000003,0.6789699570815451,299.3377483443709,-0.3718319595994904
Sarawak,2014-01-01,both,overall,overall,2664.0,94.0,76.6,99.8,469.0,341.0,810.0,1188.0,2664000.0,0.00030405405405405404,1.4666666666666666,23.200000000000003,0.6818181818181818,304.05405405405406,-0.3292027153038565
Sarawak,2015-01-01,both,overall,overall,2701.5,87.9,78.0,99.8,478.0,368.0,846.0,1268.0,2701500.0,0.0003131593559133815,1.4988179669030732,21.799999999999997,0.667192429022082,313.15935591338143,-0.24690267768122534
Sarawak,2016-01-01,both,overall,overall,2738.7,89.2,78.7,99.8,463.0,385.0,848.0,1447.0,2738700.0,0.0003096359586665206,1.7063679245283019,21.099999999999994,0.5860400829302004,309.6359586665206,-0.2787495873670447
Sarawak,2017-01-01,both,overall,overall,2766.3,89.6,79.5,99.8,476.0,395.0,871.0,1494.0,2766300.0,0.000314861005675451,1.7152698048220436,20.299999999999997,0.5829986613119144,314.86100567545094,-0.231521986123438
Sarawak,2018-01-01,both,overall,overall,2791.7,89.8,79.7,99.9,487.0,409.0,896.0,1625.0,2791700.0,0.0003209513916251746,1.8136160714285714,20.200000000000003,0.5513846153846154,320.9513916251746,-0.17647285095554255
Sarawak,2019-01-01,both,overall,overall,2806.0,81.9,64.8,99.9,499.0,468.0,967.0,1646.0,2806000.0,0.00034461867426942267,1.702171664943123,35.10000000000001,0.5874848116646415,344.6186742694227,0.03744847555728897
Sarawak,2020-01-01,both,overall,overall,2453.7,83.4,66.5,99.0,548.0,448.0,996.0,1693.0,2453700.0,0.00040591759383787747,1.6997991967871486,32.5,0.5883047844063792,405.9175938378775,0.591510654346291
Sarawak,2021-01-01,both,overall,overall,2465.6,83.6,66.9,99.0,579.0,440.0,1019.0,1767.0,2465600.0,0.00041328682673588576,1.7340529931305202,32.099999999999994,0.5766836445953594,413.28682673588577,0.6581188958001128
Sarawak,2022-01-01,both,overall,overall,2473.5,83.7,67.2,99.0,602.0,463.0,1065.0,1881.0,2473500.0,0.000430563978168587,1.7661971830985916,31.799999999999997,0.5661881977671451,430.563978168587,0.8142817814343349
Sarawak,2023-01-01,both,overall,overall,2502.3,,,,,,,,2502300.0,,,,,,
Sarawak,2024-01-01,both,overall,overall,2518.1,,,,,,,,2518100.0,,,,,,
Selangor,1970-01-01,both,overall,overall,1696.4,,,,,,,,1696400.0,,,,,,
Selangor,1971-01-01,both,overall,overall,1770.9,,,,,,,,1770900.0,,,,,,
Selangor,1972-01-01,both,overall,overall,1846.7,,,,,,,,1846700.0,,,,,,
Selangor,1973-01-01,both,overall,overall,1922.4,,,,,,,,1922400.0,,,,,,
Selangor,1974-01-01,both,overall,overall,1997.9,,,,,,,,1997900.0,,,,,,
Selangor,1975-01-01,both,overall,overall,2075.3,,,,,,,,2075300.0000000002,,,,,,
Selangor,1976-01-01,both,overall,overall,2154.3,,,,,,,,2154300.0,,,,,,
Selangor,1977-01-01,both,overall,overall,2237.7,,,,,,,,2237700.0,,,,,,
Selangor,1978-01-01,both,overall,overall,2320.9,,,,,,,,2320900.0,,,,,,
Selangor,1979-01-01,both,overall,overall,2407.3,,,,,,,,2407300.0,,,,,,
Selangor,1980-01-01,both,overall,overall,1524.1,,,,,,,,1524100.0,,,,,,
Selangor,1981-01-01,both,overall,overall,1594.6,,,,,,,,1594600.0,,,,,,
Selangor,1982-01-01,both,overall,overall,1668.3,,,,,,,,1668300.0,,,,,,
Selangor,1983-01-01,both,overall,overall,1743.8,,,,,,,,1743800.0,,,,,,
Selangor,1984-01-01,both,overall,overall,1822.0,,,,,,,,1822000.0,,,,,,
Selangor,1985-01-01,both,overall,overall,1906.1,,,,,,,,1906100.0,,,,,,
Selangor,1986-01-01,both,overall,overall,1992.6,,,,,,,,1992600.0,,,,,,
Selangor,1987-01-01,both,overall,overall,2079.7,,,,,,,,2079699.9999999998,,,,,,
Selangor,1988-01-01,both,overall,overall,2166.9,,,,,,,,2166900.0,,,,,,
Selangor,1989-01-01,both,overall,overall,2254.9,,,,,,,,2254900.0,,,,,,
Selangor,1990-01-01,both,overall,overall,2345.4,,,,,,,,2345400.0,,,,,,
Selangor,1991-01-01,both,overall,overall,2431.2,,,,,,,,2431200.0,,,,,,
Selangor,1992-01-01,both,overall,overall,2605.6,,,,,,,,2605600.0,,,,,,
Selangor,1993-01-01,both,overall,overall,2788.7,,,,,,,,2788700.0,,,,,,
Selangor,1994-01-01,both,overall,overall,2978.5,,,,,,,,2978500.0,,,,,,
Selangor,1995-01-01,both,overall,overall,3173.2,,,,,,,,3173200.0,,,,,,
Selangor,1996-01-01,both,overall,overall,3371.1,,,,,,,,3371100.0,,,,,,
Selangor,1997-01-01,both,overall,overall,3571.9,,,,,,,,3571900.0,,,,,,
Selangor,1998-01-01,both,overall,overall,3777.5,,,,,,,,3777500.0,,,,,,
Selangor,1999-01-01,both,overall,overall,3981.9,,,,,,,,3981900.0,,,,,,
Selangor,2000-01-01,both,overall,overall,4188.9,99.0,98.0,100.0,,,,3425.0,4188899.9999999995,,,2.0,,,
Selangor,2001-01-01,both,overall,overall,4317.5,99.8,98.0,100.0,,,,3130.0,4317500.0,,,2.0,,,
Selangor,2002-01-01,both,overall,overall,4446.3,99.7,98.0,100.0,,,,3345.0,4446300.0,,,2.0,,,
Selangor,2003-01-01,both,overall,overall,4577.3,99.9,99.0,100.0,1312.0,673.0,1985.0,3538.0,4577300.0,0.00043366176566971796,1.782367758186398,1.0,0.5610514414923685,433.66176566971797,0.8422817348492595
Selangor,2004-01-01,both,overall,overall,4712.8,99.6,99.0,100.0,1474.0,694.0,2168.0,3709.0,4712800.0,0.00046002376506535395,1.7107933579335792,1.0,0.5845241304933945,460.0237650653539,1.0805597815947512
Selangor,2005-01-01,both,overall,overall,4849.6,99.5,99.0,100.0,1579.0,717.0,2296.0,3728.0,4849600.0,0.0004734411085450346,1.6236933797909407,1.0,0.6158798283261803,473.44110854503464,1.2018350440993444
